date,loblaw_price,loblaw_volume,metro_price,metro_volume,empa_price,empa_volume,gwl_price,gwl_volume,atd_price,atd_volume,tsx_price,tsx_volume,sp500_price,sp500_volume,BCPI,CPI,bank_interest,CEER,trend_grocery_store,trend_loblaws,trend_stock
2004-11-29,41.5226,179700.0,4.336,243600.0,5.9637,34641.0,77.0601,36000.0,1.7631,844728.0,9056.4004,103870300.0,1178.5699,1378500000.0,,,,121.36,,,
2004-11-30,40.6695,356700.0,4.3613,879000.0,5.957999999999999,264318.0,77.1041,49900.0,1.7631,3702588.0,9030.0996,142886000.0,1173.8199,1553500000.0,,,,120.86,,,
2004-12-01,41.9462,639000.0,4.4431,799800.0,6.0908,85215.0,79.624,153800.0,1.7593,3291732.0,9064.5,194471200.0,1191.37,1772800000.0,428.47,105.4,4.25,121.11,46.0,35.0,13.0
2004-12-02,42.8649,241000.0,4.4197,297000.0,5.9979,273063.0,81.7702,115300.0,1.7691,692460.0,9038.5,169022600.0,1190.33,1774900000.0,,,,120.79,,,
2004-12-03,42.501000000000005,264500.0,4.4197,129900.0,6.1098,41463.0,81.4186,154500.0,1.7849,558000.0,9055.7002,132407700.0,1191.17,1566700000.0,,,,119.64,,,
2004-12-06,41.7314,295500.0,4.4606,593400.0,6.0719,76656.0,79.2943,99700.0,1.7930000000000001,2911212.0,9060.7002,146611300.0,1190.25,1354400000.0,,,,119.31,,,
2004-12-07,41.6538,213000.0,4.5112,772800.0,6.0282,43605.0,78.0124,36800.0,1.7984,1709076.0,8991.0,135118400.0,1177.0699,1533900000.0,,,,118.66,,,
2004-12-08,41.7314,189000.0,4.5169999999999995,680400.0,6.0093,38028.0,78.6716,50300.0,1.8022,784488.0,9003.7002,146215400.0,1182.8101,1525200000.0,414.84,,4.25,117.63,,,
2004-12-09,41.0751,308700.0,4.5268,811800.0,5.9751,60750.0,78.3054,73400.0,1.8473,2033376.0,9013.5996,116939700.0,1189.24,1624700000.0,,,,117.65,,,
2004-12-10,41.2422,7906100.0,4.4898,929400.0,5.7493,47598.0,77.9978,54000.0,1.8386,2120160.0,8965.2998,112315200.0,1188.0,1443700000.0,,,,117.73,,,
2004-12-13,41.7268,130400.0,4.5443,217800.0,5.9087,402384.0,78.9092,45400.0,1.8555,2728008.0,9032.7998,174662600.0,1198.6801,1436100000.0,,,,117.21,,,
2004-12-14,41.308,171600.0,4.4781,355200.0,5.8214,87660.0,78.8503,52500.0,1.8555,2992572.0,9086.4004,159597500.0,1203.38,1544400000.0,,,,116.54,,,
2004-12-15,41.1704,211200.0,4.5287,483000.0,5.8347,249060.0,77.7258,30900.0,1.8533,1759416.0,9106.2002,151025300.0,1205.72,1695800000.0,415.01,,4.25,117.46,,,
2004-12-16,41.1584,481500.0,4.5268,626400.0,5.8442,376239.0,79.3428,141400.0,1.8555,1497876.0,9116.5996,178463700.0,1203.21,1793900000.0,,,,116.49,,,
2004-12-17,41.1883,415400.0,4.5169999999999995,355200.0,5.7588,126339.0,77.9096,132500.0,1.8908,1555020.0,9122.5996,185891700.0,1194.2,2335000000.0,,,,117.35,,,
2004-12-20,41.2243,283200.0,4.556,214500.0,5.7702,21228.0,78.0565,44000.0,1.8995,1911900.0,9122.5996,2229800.0,1194.65,1422800000.0,,,,116.81,,,
2004-12-21,41.2841,324900.0,4.5755,592800.0,5.791,29136.0,79.012,27700.0,1.9343,3716472.0,9237.5,111838800.0,1205.45,1483700000.0,,,,117.13,,,
2004-12-22,42.331,141100.0,4.5793,372300.0,5.8005,11751.0,79.2105,35200.0,1.9538,4212732.0,9251.2002,91536800.0,1209.5699,1390800000.0,429.83,,4.25,115.77,,,
2004-12-23,42.5942,292300.0,4.7215,224100.0,5.8366,67704.0,78.9606,30900.0,1.9468,914208.0,9235.2002,77857400.0,1210.13,956100000.0,,,,116.11,,,
2004-12-24,42.8514,49700.0,4.6942,52500.0,5.8935,7278.0,79.8353,6900.0,1.956,301164.0,9287.4004,542300.0,,,,,,116.61,,,
2004-12-27,0.0,0.0,4.6942,0.0,5.8935,0.0,0.0,0.0,1.956,0.0,9287.4004,0.0,1204.92,922000000.0,,,,116.61,,,
2004-12-28,0.0,0.0,4.6942,0.0,5.8935,0.0,0.0,0.0,1.956,0.0,9287.4004,0.0,1213.54,983000000.0,,,,116.61,,,
2004-12-29,42.8454,162300.0,4.6533,197100.0,5.8631,21828.0,80.0043,35200.0,1.9397,2200488.0,9229.0996,74225300.0,1213.45,925900000.0,422.89,,4.25,117.94,,,
2004-12-30,42.8335,105200.0,4.6767,95400.0,5.8119,62655.0,80.8496,15300.0,1.9234,1393416.0,9264.4004,44260000.0,1213.55,829800000.0,,,,118.7,,,
2004-12-31,43.0848,43000.0,4.6962,60900.0,5.8442,46182.0,80.6364,6100.0,1.9288,1059084.0,9246.7002,35518600.0,1211.92,786900000.0,,,,118.98,,,
2005-01-01,,,,,,,,,,,,,,,,105.3,,,44.0,31.0,13.0
2005-01-03,,,,,,,,,,,,,1202.08,1510800000.0,,,,118.98,,,
2005-01-04,42.5105,134100.0,4.702,413100.0,5.8442,78462.0,80.7172,44400.0,1.9381,3904044.0,9143.0,115004100.0,1188.05,1721000000.0,,,,117.54,,,
2005-01-05,42.325,290900.0,4.7059,453900.0,5.8157,155781.0,78.2917,75700.0,1.9403,7685256.0,9021.0996,119533400.0,1183.74,1738900000.0,410.13,,4.25,117.64,,,
2005-01-06,42.4386,311700.0,4.704,468000.0,5.7873,146082.0,80.1145,94500.0,1.9424,2588316.0,9064.2998,131757400.0,1187.89,1569100000.0,,,,116.71,,,
2005-01-07,41.8464,519800.0,4.667,580200.0,5.8081,75201.0,79.7471,72900.0,1.9343,1638708.0,9006.2002,139905200.0,1186.1899,1477900000.0,,,,117.12,,,
2005-01-10,41.8524,341800.0,4.6728,318000.0,5.8821,67740.0,80.6658,132200.0,1.956,3211608.0,9026.7998,130343900.0,1190.25,1490400000.0,,,,118.29,,,
2005-01-11,42.1994,345500.0,4.6631,246000.0,5.8347,351102.0,80.3351,44900.0,1.956,1508808.0,9020.7002,127554500.0,1182.99,1488800000.0,,,,118.58,,,
2005-01-12,42.1754,99600.0,4.6339,97500.0,5.9518,24900.0,79.9308,34500.0,1.9343,8646276.0,9022.7002,131445700.0,1187.7,1562100000.0,422.1,,4.25,119.87,,,
2005-01-13,42.1754,247000.0,4.6241,299100.0,6.0843,61179.0,78.2403,58300.0,1.9288,2918004.0,9009.0996,144208800.0,1177.45,1510300000.0,,,,119.83,,,
2005-01-14,42.2472,813900.0,4.5949,239700.0,6.1438,16215.0,79.2767,128100.0,2.0435,10876416.0,9057.2002,115227900.0,1184.52,1335400000.0,,,,118.06,,,
2005-01-17,42.2353,98500.0,4.4956,236400.0,6.1035,196263.0,78.6519,9400.0,2.0864,4014840.0,9063.7998,1537300.0,,,,,,118.44,,,
2005-01-18,42.2353,559600.0,4.5969,1161300.0,6.0286,49422.0,78.8651,77100.0,2.069,3005316.0,9134.7998,160579700.0,1195.98,1596800000.0,,,,117.94,,,
2005-01-19,41.655,277500.0,4.6339,727800.0,6.0075,348798.0,77.5788,76300.0,2.0728,3428064.0,9120.4004,117958500.0,1184.63,1498700000.0,435.0,,4.25,117.45,,,
2005-01-20,42.1754,241500.0,4.63,150900.0,6.0401,345174.0,78.4682,33900.0,2.0973,2552280.0,9089.0,95697700.0,1175.41,1692000000.0,,,,117.14,,,
2005-01-21,42.6361,196100.0,4.6631,385200.0,5.9441,10368.0,78.3653,64700.0,2.1027,1361400.0,9086.7998,109861800.0,1167.87,1643500000.0,,,,118.05,,,
2005-01-24,42.8036,300400.0,4.6903,837000.0,6.1284,23079.0,78.2771,28800.0,2.1,4998384.0,9078.2002,89638500.0,1163.75,1494600000.0,,,,117.55,,,
2005-01-25,43.5693,342700.0,4.7741,760200.0,6.1918,21684.0,79.5927,59100.0,2.0891,3385620.0,9125.0996,122628400.0,1168.41,1610400000.0,,,,116.67,,,
2005-01-26,44.4188,293300.0,4.811,1522500.0,5.9998,29004.0,80.0043,64500.0,2.1043,800388.0,9162.4004,118956900.0,1174.0699,1635900000.0,440.72,,4.25,117.04,,,
2005-01-27,43.4317,370400.0,4.8286,192300.0,6.1246,33981.0,79.4384,45200.0,2.1136,4995624.0,9174.4004,132259500.0,1174.55,1600600000.0,,,,116.58,,,
2005-01-28,43.013000000000005,473200.0,4.8403,781800.0,6.2379,20523.0,79.5707,47600.0,2.0973,2369556.0,9141.7998,111503500.0,1171.36,1641800000.0,,,,116.05,,,
2005-01-31,44.0299,166800.0,4.9123,356700.0,6.3339,143790.0,80.188,61600.0,2.119,4013592.0,9204.0996,119852100.0,1181.27,1679800000.0,,,,116.37,,,
2005-02-01,44.9273,323800.0,4.9532,956700.0,6.6257,49029.0,82.0697,75200.0,2.1402,963144.0,9270.0996,135297800.0,1189.41,1681980000.0,,105.7,,116.26,44.0,28.0,15.0
2005-02-02,44.8316,178800.0,4.9941,735000.0,6.5259,107136.0,81.4449,74400.0,2.1429,1018764.0,9303.9004,129195200.0,1193.1899,1561740000.0,438.68,,4.25,116.17,,,
2005-02-03,43.6411,252000.0,5.0038,748200.0,6.5278,82647.0,80.6658,93100.0,2.156,2670012.0,9303.7002,125443600.0,1189.89,1554460000.0,,,,116.07,,,
2005-02-04,43.2223,414000.0,5.0511,1101900.0,6.6238,225267.0,80.2836,38200.0,2.1598,1909980.0,9358.2998,122514900.0,1203.03,1648160000.0,,,,115.36,,,
2005-02-07,43.1386,211900.0,4.9053,1797600.0,6.5278,165273.0,80.5629,92200.0,2.1326,1967616.0,9371.9004,99220000.0,1201.72,1347270000.0,,,,115.09,,,
2005-02-08,44.4188,270100.0,5.0038,575700.0,6.595,29952.0,83.1648,68700.0,2.1435,1454964.0,9392.7002,133067000.0,1202.3,1416170000.0,,,,116.02,,,
2005-02-09,44.1855,472300.0,5.2205,1489800.0,6.6238,227004.0,84.5245,114000.0,2.1125,4895076.0,9402.5996,130494900.0,1191.99,1511040000.0,431.87,,4.25,115.7,,,
2005-02-10,44.4726,204800.0,5.2402,605100.0,6.5528,47466.0,84.4731,33900.0,2.0467,3734088.0,9496.4004,159672200.0,1197.01,1491670000.0,,,,116.5,,,
2005-02-11,44.2872,248000.0,5.2087,356400.0,6.5623,114015.0,84.4437,64700.0,1.9913,7655148.0,9558.5,126025200.0,1205.3,1562300000.0,,,,116.78,,,
2005-02-14,44.0778,348000.0,5.1515,213900.0,6.5124,56202.0,83.9733,100500.0,2.0364,3517368.0,9585.2002,101758800.0,1206.14,1290180000.0,,,,116.79,,,
2005-02-15,44.0778,441600.0,5.2599,243000.0,6.4702,75297.0,81.95200000000001,102600.0,2.075,3556812.0,9570.0,117949500.0,1210.12,1527080000.0,,,,116.85,,,
2005-02-16,43.4915,281000.0,5.317,1864800.0,6.5278,154110.0,79.8279,124500.0,2.0256,4514268.0,9639.5996,127767000.0,1210.34,1490100000.0,436.14,,4.25,116.12,,,
2005-02-17,43.7009,140300.0,5.3485,358200.0,6.5278,71382.0,79.6736,57100.0,2.0239,1234656.0,9619.2998,143470400.0,1200.75,1580120000.0,,,,117.11,,,
2005-02-18,44.0838,230700.0,5.4017,219900.0,6.4567,35538.0,80.6437,62400.0,2.0788,2556072.0,9658.7998,111251100.0,1201.59,1551200000.0,,,,117.11,,,
2005-02-21,44.0479,66800.0,5.3682,125100.0,6.3857,20484.0,80.2248,9200.0,2.0815,711492.0,9682.2998,0.0,,,,,,116.71,,,
2005-02-22,43.8205,312600.0,5.3249,277200.0,6.4107,61710.0,80.2248,45700.0,2.0201,3792420.0,9640.5,148448500.0,1184.16,1744940000.0,,,,116.7,,,
2005-02-23,43.1745,180600.0,5.319,239400.0,6.3454,46683.0,79.7618,51800.0,2.0093,3286404.0,9675.7002,109970800.0,1190.8,1501090000.0,440.36,,4.25,116.01,,,
2005-02-24,42.7617,280700.0,5.3879,426900.0,6.3396,74832.0,78.7181,66700.0,2.0511,1793832.0,9657.7002,146701000.0,1200.2,1518750000.0,,,,115.77,,,
2005-02-25,42.3429,251200.0,5.4273,381600.0,6.3838,55695.0,78.7769,46300.0,2.1081,1769076.0,9741.4004,141412800.0,1211.37,1523680000.0,,,,115.87,,,
2005-02-28,42.5344,318500.0,5.4333,619800.0,6.4664,43479.0,79.3795,103700.0,2.0652,1282284.0,9668.2998,136731900.0,1203.6,1795480000.0,,,,116.51,,,
2005-03-01,42.4446,360300.0,5.4569,631800.0,6.4318,81936.0,77.9242,59700.0,2.1679,2582184.0,9728.0,167929600.0,1210.41,1708060000.0,,106.3,,115.59,46.0,34.0,15.0
2005-03-02,43.342,379200.0,5.3288,299400.0,6.4126,72504.0,78.5563,91100.0,2.1598,2059644.0,9800.0996,158427200.0,1210.08,1568540000.0,459.33,,4.25,115.99,,,
2005-03-03,42.983000000000004,282600.0,5.4963,665100.0,6.3876,54597.0,77.248,71900.0,2.1598,3033732.0,9859.5,142185900.0,1210.47,1616240000.0,,,,115.52,,,
2005-03-04,43.2582,289600.0,5.5357,338400.0,6.355,111822.0,77.6523,80000.0,2.1521,4171548.0,9927.2002,157252000.0,1222.12,1636820000.0,,,,116.5,,,
2005-03-07,42.9531,173900.0,5.5061,990600.0,6.4318,81711.0,77.3216,117600.0,2.1761,1908792.0,9886.0996,111108800.0,1225.3101,1488830000.0,,,,116.89,,,
2005-03-08,43.2223,229700.0,5.4963,631200.0,6.3742,56034.0,79.4898,28500.0,2.0103,17549508.0,9903.2998,157684000.0,1219.4301,1523090000.0,,,,117.85,,,
2005-03-09,42.6002,344200.0,5.4372,341400.0,6.4049,81675.0,80.4232,42000.0,1.9777,14310156.0,9795.0996,191986400.0,1207.01,1704970000.0,472.79,,4.25,118.82,,,
2005-03-10,43.1027,291800.0,5.3387,462000.0,6.6199,68481.0,80.166,67100.0,2.0103,9012180.0,9675.5996,149364300.0,1209.25,1604020000.0,,,,119.0,,,
2005-03-11,43.2587,181800.0,5.319,247800.0,6.4298,48837.0,80.2397,21400.0,2.0321,3851928.0,9691.4004,120892000.0,1200.08,1449820000.0,,,,118.92,,,
2005-03-14,43.4087,203600.0,5.3879,185700.0,6.4145,98580.0,78.5215,29100.0,2.0375,3818544.0,9715.4004,89598200.0,1206.83,1437430000.0,,,,118.86,,,
2005-03-15,43.4987,246100.0,5.3584,153000.0,6.4318,109008.0,79.6424,31000.0,2.0261,3523176.0,9709.2998,123526100.0,1197.75,1513530000.0,,,,119.04,,,
2005-03-16,43.6847,297000.0,5.3091,406500.0,6.5124,17169.0,80.579,96800.0,2.0375,2176236.0,9712.5996,117274900.0,1188.0699,1653190000.0,480.41,,4.25,119.23,,,
2005-03-17,43.9607,138900.0,5.321000000000001,175500.0,6.6392,72648.0,81.0435,24400.0,2.0592,5160738.0,9778.2002,114781700.0,1190.21,1581930000.0,,,,119.45,,,
2005-03-18,43.8587,498200.0,5.3091,234600.0,6.5278,67743.0,79.7826,183500.0,1.9995,1904268.0,9754.7002,208227400.0,1189.65,2344370000.0,,,,119.46,,,
2005-03-21,43.7207,173000.0,5.2993,124500.0,6.499,27873.0,79.4581,35600.0,1.9180000000000001,4637748.0,9693.5996,105275700.0,1183.78,1819440000.0,,,,118.89,,,
2005-03-22,43.5587,266700.0,5.3584,701400.0,6.499,39144.0,79.399,49800.0,1.8745,4371288.0,9647.2002,110737000.0,1171.71,2114470000.0,,,,119.75,,,
2005-03-23,43.7087,336500.0,5.3978,483000.0,6.643,42558.0,79.0893,25800.0,1.9234,4115082.0,9549.7002,123370400.0,1172.53,2246870000.0,483.21,,4.25,119.06,,,
2005-03-24,43.6067,269500.0,5.3505,249900.0,6.5278,55581.0,78.6911,117700.0,1.8745,2597970.0,9533.0996,121630700.0,1171.42,1721720000.0,,,,119.02,,,
2005-03-25,,,,,,,,,,,,,,,,,,119.02,,,
2005-03-28,43.4207,220900.0,5.3978,1551900.0,6.5124,56145.0,78.5363,53100.0,1.8691,931920.0,9482.4004,78945800.0,1174.28,1746220000.0,,,,118.46,,,
2005-03-29,42.9527,150600.0,5.3682,414300.0,6.5297,32673.0,79.93,22900.0,1.8571,3172140.0,9395.4004,121972400.0,1165.36,2223250000.0,,,,119.35,,,
2005-03-30,43.1987,162900.0,5.516,1050600.0,6.6238,45804.0,80.4167,21300.0,1.8615,1481682.0,9484.2998,126553200.0,1181.41,2097110000.0,475.07,,4.25,118.93,,,
2005-03-31,43.5887,200000.0,5.5061,276000.0,6.5278,81771.0,80.4978,58100.0,1.9071,2351124.0,9612.4004,156642000.0,1180.59,2214230000.0,,,,119.5,,,
2005-04-01,42.8687,155800.0,5.4116,169500.0,6.6142,101091.0,78.5363,56200.0,1.8745,1594032.0,9638.5996,133537700.0,1172.92,2168690000.0,,106.6,,119.13,40.0,29.0,13.0
2005-04-04,43.4207,209700.0,5.3919,421500.0,6.7908,40953.0,79.8415,26600.0,1.8799,1627542.0,9630.9004,101736400.0,1176.12,2079770000.0,,,,118.74,,,
2005-04-05,43.9547,165200.0,5.4017,126300.0,6.7332,37716.0,80.8592,34000.0,1.9093,1569522.0,9619.0996,98597500.0,1181.39,1870800000.0,,,,118.75,,,
2005-04-06,43.6847,245300.0,5.3781,512100.0,6.7198,14094.0,79.9964,64400.0,1.8854,4147422.0,9673.0,122971600.0,1184.0699,1797400000.0,491.56,,4.25,118.54,,,
2005-04-07,43.4987,341100.0,5.4648,456900.0,6.8964,28056.0,78.7796,38600.0,1.8865,2526930.0,9625.4004,145802000.0,1191.14,1900620000.0,,,,118.54,,,
2005-04-08,43.4387,124000.0,5.382000000000001,224400.0,6.9214,55374.0,79.9743,25600.0,1.8745,2617506.0,9623.7002,86215400.0,1181.2,1661330000.0,,,,118.11,,,
2005-04-11,43.5107,117600.0,5.3978,111000.0,7.0173,36774.0,79.6498,20200.0,1.868,2213568.0,9643.7002,84074100.0,1181.21,1525310000.0,,,,117.12,,,
2005-04-12,44.5846,187300.0,5.3682,203400.0,7.027,130788.0,80.4904,25400.0,1.8582,7310526.0,9629.0,110468400.0,1187.76,1979830000.0,,,,116.63,,,
2005-04-13,44.7946,212300.0,5.3485,305100.0,7.1356,41133.0,80.4241,65300.0,1.8941,30341274.0,9492.0996,137711500.0,1173.79,2049740000.0,477.77,,4.25,116.76,,,
2005-04-14,44.5186,225400.0,5.3781,602100.0,7.1065,15288.0,79.3474,39000.0,1.9234,2196936.0,9409.5996,128765100.0,1162.05,2355040000.0,,,,116.58,,,
2005-04-15,44.8186,182700.0,5.4175,532800.0,7.1259,753144.0,78.6469,113700.0,1.9071,828858.0,9277.0996,115267400.0,1142.62,2689960000.0,,,,116.36,,,
2005-04-18,45.5386,264900.0,5.2697,276000.0,7.3682,57438.0,79.3401,47400.0,1.8745,3476700.0,9331.0,104960000.0,1145.98,2180670000.0,,,,115.67,,,
2005-04-19,44.8606,407700.0,5.3348,1073100.0,7.2965,36345.0,80.7486,39900.0,1.9343,1091046.0,9415.7002,146846700.0,1152.78,2142700000.0,,,,116.21,,,
2005-04-20,44.7887,204100.0,5.3328,454800.0,7.1937,25038.0,80.6011,36200.0,1.9288,3450222.0,9378.0996,111774200.0,1137.5,2217050000.0,467.54,,4.25,116.24,,,
2005-04-21,44.2187,225500.0,5.317,477300.0,7.0774,57894.0,81.1099,97500.0,1.9245,3480444.0,9405.7998,107220400.0,1159.95,2308560000.0,,,,116.23,,,
2005-04-22,44.3507,302900.0,5.3387,287100.0,7.1937,41361.0,81.25,121100.0,1.8386,2652138.0,9367.5,86125000.0,1152.12,2045880000.0,,,,116.6,,,
2005-04-25,44.8846,115100.0,5.4076,287100.0,7.1743,28956.0,82.1939,53800.0,1.8571,1163076.0,9416.0996,78980000.0,1162.1,1795030000.0,,,,116.37,,,
2005-04-26,45.2146,104600.0,5.4766,930300.0,7.1181,17901.0,82.8502,120000.0,1.8636,12506274.0,9427.7002,120865900.0,1151.83,1959740000.0,,,,115.62,,,
2005-04-27,45.2986,143000.0,5.4864,225600.0,7.1937,14778.0,83.0788,29100.0,1.8452,860970.0,9323.5,116946200.0,1156.38,2151520000.0,472.24,,4.25,115.64,,,
2005-04-28,45.0646,118000.0,5.6046,415800.0,7.2345,19911.0,83.1452,29700.0,1.8365,886014.0,9275.0996,123163700.0,1143.22,2182270000.0,,,,115.3,,,
2005-04-29,45.8026,190800.0,5.712999999999999,498600.0,7.1743,427296.0,84.79700000000001,71300.0,1.8256,2363082.0,9369.2998,115199000.0,1156.85,2362360000.0,,,,114.58,,,
2005-05-01,,,,,,,,,,,,,,,,106.7,,,41.0,31.0,12.0
2005-05-02,45.2386,230800.0,5.5672,351300.0,7.1937,73719.0,83.5139,74900.0,1.8256,1649046.0,9430.2002,106986600.0,1162.16,1980040000.0,,,,114.81,,,
2005-05-03,44.7826,340600.0,5.6874,288600.0,7.1705,31083.0,82.5847,17400.0,1.8202,1522980.0,9371.0,133493800.0,1161.17,2167020000.0,,,,114.87,,,
2005-05-04,44.2907,603000.0,5.5849,261900.0,7.1724,12528.0,82.92399999999999,22600.0,1.755,2536956.0,9473.2998,115690600.0,1175.65,2306480000.0,454.21,,4.25,115.06,,,
2005-05-05,43.7687,542700.0,5.5729999999999995,341400.0,7.0968,12876.0,82.334,118900.0,1.7941,9872070.0,9476.2998,134711500.0,1172.63,1997100000.0,,,,115.54,,,
2005-05-06,43.8407,422700.0,5.575,196500.0,7.1084,63597.0,81.4049,116000.0,1.7561,1075554.0,9522.7002,110020500.0,1171.35,1707200000.0,,,,115.88,,,
2005-05-09,43.5287,263200.0,5.5272,131100.0,7.1181,20388.0,82.1202,38900.0,1.7821,3838320.0,9561.2002,96554100.0,1178.84,1857020000.0,,,,116.45,,,
2005-05-10,43.8467,246400.0,5.3162,691800.0,7.1976,112410.0,81.3016,65000.0,1.8202,4877898.0,9493.5996,162181200.0,1166.22,1889660000.0,,,,116.51,,,
2005-05-11,43.5347,242800.0,5.1967,315900.0,7.2713,21843.0,82.5184,42600.0,1.8636,2614014.0,9446.4004,140702000.0,1171.11,1834970000.0,452.83,,4.25,115.68,,,
2005-05-12,43.4747,253700.0,5.121,224700.0,7.2713,16578.0,81.8695,54700.0,1.8321,1837158.0,9331.7002,117357700.0,1159.36,1995290000.0,,,,115.68,,,
2005-05-13,43.4027,146000.0,5.0593,348300.0,7.2713,43626.0,82.1128,36200.0,1.8517,694338.0,9278.5,118822800.0,1154.05,2188590000.0,,,,114.66,,,
2005-05-16,43.4987,223200.0,5.2465,286200.0,7.3081,28236.0,83.4033,41000.0,1.8365,1247994.0,9323.2998,107715300.0,1165.6899,1856860000.0,,,,114.03,,,
2005-05-17,43.4987,162300.0,5.2664,592500.0,7.4652,42648.0,83.2337,49900.0,1.8582,853668.0,9371.4004,110747600.0,1173.8,1887260000.0,,,,114.33,,,
2005-05-18,43.1087,257700.0,5.1847,234900.0,7.4497,41316.0,82.2234,36100.0,1.8582,1451496.0,9407.7998,122329500.0,1185.5601,2266320000.0,444.77,,4.25,114.68,,,
2005-05-19,43.2887,297500.0,5.1867,461100.0,7.4186,11439.0,83.1083,40300.0,1.8202,1775070.0,9469.7998,102102400.0,1191.08,1775860000.0,,,,114.68,,,
2005-05-20,43.7987,173900.0,5.1768,66900.0,7.4186,18366.0,82.8945,34900.0,1.8365,1009518.0,9452.2002,72035800.0,1189.28,1631750000.0,,,,114.82,,,
2005-05-23,,,,,,,,,,,,,1193.86,1681170000.0,,,,114.82,,,
2005-05-24,43.5947,635900.0,5.2863,1195800.0,7.3682,28689.0,82.68799999999999,70000.0,1.8908,2098596.0,9518.4004,110487600.0,1194.0699,1681000000.0,,,,114.88,,,
2005-05-25,43.7387,172600.0,5.3321,322200.0,7.376,75681.0,83.5139,66500.0,1.9125,3623142.0,9509.5,108399200.0,1190.01,1742180000.0,443.68,,4.25,114.55,,,
2005-05-26,43.7987,235900.0,5.352,160500.0,7.5137,16449.0,82.8429,35900.0,1.956,1208382.0,9579.0996,112220300.0,1197.62,1654110000.0,,,,114.35,,,
2005-05-27,43.7087,205500.0,5.2903,496500.0,7.5621,66222.0,82.4816,129100.0,1.9614,2109630.0,9619.4004,81922700.0,1198.78,1381430000.0,,,,115.09,,,
2005-05-30,43.9727,89000.0,5.3062,95700.0,7.5602,21498.0,82.4078,17800.0,1.956,365442.0,9673.2002,0.0,,,,,,115.42,,,
2005-05-31,43.5047,416800.0,5.3659,679800.0,7.756,112875.0,81.7884,80200.0,1.9669,3611520.0,9607.2998,139940800.0,1191.5,1840680000.0,,,,116.1,,,
2005-06-01,43.4027,297100.0,5.3162,87900.0,7.7464,48183.0,80.7486,78600.0,1.9809999999999999,1616916.0,9654.2002,153421800.0,1202.22,1810100000.0,452.27,106.9,4.25,116.67,36.0,32.0,12.0
2005-06-02,43.4447,192100.0,5.3221,208800.0,7.6106,39333.0,80.6527,35700.0,2.0386,1203978.0,9626.5996,131854500.0,1204.29,1813790000.0,,,,116.54,,,
2005-06-03,43.3487,138900.0,5.3759,274200.0,7.5621,79674.0,80.6749,39100.0,2.0375,3430704.0,9671.2002,96734700.0,1196.02,1627520000.0,,,,116.44,,,
2005-06-06,43.2047,306600.0,5.356,330300.0,7.5621,26376.0,79.9005,47100.0,2.044,2020326.0,9654.0,91710800.0,1197.51,1547120000.0,,,,116.72,,,
2005-06-07,43.1147,254600.0,5.3420000000000005,1625700.0,7.5873,26613.0,80.7486,60500.0,2.0266,3258414.0,9656.2002,100291400.0,1197.26,1851370000.0,,,,116.41,,,
2005-06-08,43.0427,226100.0,5.3659,138300.0,7.6067,29757.0,82.0317,39900.0,2.0516,369606.0,9707.9004,106794400.0,1194.67,1715490000.0,466.23,,4.25,116.65,,,
2005-06-09,43.2287,309100.0,5.3301,194700.0,7.7502,19080.0,81.8916,27200.0,2.0419,1087224.0,9763.4004,110762000.0,1200.9301,1824120000.0,,,,115.9,,,
2005-06-10,43.3247,232800.0,5.2942,129000.0,7.6591,11181.0,80.7928,41900.0,2.056,1522464.0,9790.0996,129489300.0,1198.11,1664180000.0,,,,116.62,,,
2005-06-13,43.0298,437100.0,5.2903,156000.0,7.6571,1399260.0,80.6448,54200.0,2.0451,1044984.0,9839.9004,123631400.0,1200.8199,1661350000.0,,,,116.09,,,
2005-06-14,42.723,606300.0,5.1967,531300.0,7.6591,173910.0,80.1639,97900.0,2.0918,2677740.0,9822.9004,116078100.0,1203.91,1698150000.0,,,,116.25,,,
2005-06-15,42.4702,470700.0,5.1628,851400.0,7.6164,21396.0,80.2749,52400.0,2.1081,8749140.0,9866.5996,145879900.0,1206.58,1840440000.0,475.23,,4.25,117.56,,,
2005-06-16,42.5183,460500.0,5.0673,486000.0,7.4381,25050.0,79.9938,64400.0,2.0647,2704830.0,9968.7002,143127300.0,1210.96,1776040000.0,,,,117.73,,,
2005-06-17,42.4823,1028000.0,4.9558,483000.0,7.3741,90030.0,80.4155,174500.0,2.0169,974196.0,9947.5996,233538400.0,1216.96,2407370000.0,,,,117.75,,,
2005-06-20,43.2465,477800.0,5.1071,506400.0,7.3101,58014.0,80.5117,29900.0,2.0103,2322366.0,9998.0996,105418500.0,1216.1,1714530000.0,,,,118.19,,,
2005-06-21,43.5172,350400.0,5.2266,603000.0,7.2228,64920.0,80.3341,36400.0,2.0266,1541220.0,9939.2002,102638400.0,1213.61,1720700000.0,,,,118.22,,,
2005-06-22,44.1912,468600.0,5.2285,150900.0,7.2208,48432.0,80.6522,72500.0,2.0484,414066.0,10051.5,105901300.0,1213.88,1823250000.0,489.91,,4.25,117.79,,,
2005-06-23,44.0528,259200.0,5.2465,588900.0,7.2713,67749.0,80.6078,58100.0,2.0114,1219728.0,9998.4004,117095800.0,1200.73,2029920000.0,,,,118.36,,,
